"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"35",4930,"False",NA,3500000,"['Comedy', 'Drama', 'War']",NA,651,"tt0066026","en","M*A*S*H","One of the world's most acclaimed comedies, MASH focuses on three Korean War Army surgeons brilliantly brought to life by Donald Sutherland, Tom Skerritt and Elliott Gould. Though highly skilled and deeply dedicated, they adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospital, and in the process infuriate Army bureaucrats. Robert Duvall, Gary Burghoff and Sally Kellerman co-star as a sanctimonious Major, an other-worldly Corporal, and a self-righteous yet lusty nurse.",7.701349,"/eOslMOtaPXgQEgVJ93U3KOLogGD.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Aspen Productions (I)', 'id': 37667}, {'name': 'Ingo Preminger Productions', 'id': 79024}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1970-01-24,81600000,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]","Released","M*A*S*H Gives A D*A*M*N.","M*A*S*H","False",6.9,238,1970
"36",5701,"False","{'id': 148517, 'name': ""Pagnol, Childhood's Memories"", 'poster_path': '/64doR2voCwZsO6N5S66muH15wNk.jpg', 'backdrop_path': '/ev8QPkAVOtBkGwZID3JAzeEmdHz.jpg'}",0,"['Adventure', 'Drama']",NA,12716,"tt0099669","fr","La Gloire de mon Père","French adaptation of Marcel Pagnol's memoirs of his childhood in the countryside, early in the century.",4.406499,"/iUQaKj9iVe0NpgHhVA9Achq3Kk3.jpg","[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'CNC', 'id': 6962}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1990-08-29,0,105,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'oc', 'name': ''}]","Released",NA,"My Father's Glory","False",7.7,58,1990
"37",26132,"False",NA,0,"['Drama']",NA,3539,"tt0412888","de","Kammerflimmern",NA,1.149831,"/4D85xDXqwSq6mTDdX1ZowJ2jMT8.jpg","[]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2004-09-11,0,100,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Released",NA,"Off Beat","False",6.5,16,2004
"38",19700,"False",NA,0,"['Comedy']",NA,87826,"tt1648179","en","Here Comes the Boom","A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.",13.409588,"/sB7UeSr1D4uIhTm76GdtA1e7F0t.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Broken Road Productions', 'id': 8000}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-11,73100172,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","No one will fight for his students like Mr. Voss.","Here Comes the Boom","False",6,598,2012
"39",7233,"False",NA,13000000,"['Drama', 'History']",NA,6844,"tt0049833","en","The Ten Commandments","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",11.14704,"/loLrO3SfhHkN3o3fTHdx1vf9ZYf.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Motion Picture Associates', 'id': 12275}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-10-05,122700000,220,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"The Ten Commandments","False",7.5,358,1956
"40",4850,"False","{'id': 91746, 'name': ""Bill & Ted's Most Excellent Collection"", 'poster_path': '/e8ytcWY0r32q3RdNJDnv5KRh9hC.jpg', 'backdrop_path': '/m7KWyG7VwXoPbwr3DgeDqed8qU0.jpg'}",0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",NA,1649,"tt0101452","en","Bill & Ted's Bogus Journey","Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",7.256293,"/svSPrV7o3pSwuuJcDrDLH1wNF8a.jpg","[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Nelson Entertainment', 'id': 365}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-19,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Once... they made history. Now... they are history.","Bill & Ted's Bogus Journey","False",5.9,311,1991
"41",23752,"False",NA,0,"['Comedy', 'Drama', 'Romance']",NA,214075,"tt2380331","en","Words and Pictures","An art instructor and an English teacher form a rivalry that ends up with a competition at their school in which students decide whether words or pictures are more important.",3.352204,"/qWucggvSxbNVEPNulqt8gCFRh4C.jpg","[{'name': 'Lascaux Films', 'id': 30997}, {'name': 'Latitude Productions', 'id': 30998}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-06,3346257,111,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Words and Pictures","False",6.5,71,2013
"42",163,"False","{'id': 259398, 'name': 'Teenage Apocalypse Trilogy', 'poster_path': '/kSLUbpxgcHErkaUc0nB193Nph6Y.jpg', 'backdrop_path': '/3pzDZR85GPgdC6b4HwHqzqeEDfB.jpg'}",0,"['Action', 'Comedy', 'Crime', 'Drama']",NA,13552,"tt0112887","en","The Doom Generation","Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",7.120806,"/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg","[{'name': 'Why Not Productions', 'id': 729}, {'name': 'Desperate Pictures', 'id': 1474}, {'name': 'Blurco', 'id': 2765}, {'name': 'The Teen Angst Movie Company', 'id': 18902}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Sex. Violence. Whatever.","The Doom Generation","False",5.6,57,1995
"43",3044,"False",NA,14000000,"['Drama', 'Romance']",NA,30237,"tt0119079","en","Onegin","In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally, regret. Through his best friend Lensky, Onegin is introduced to the young Tatiana. A passionate and virtuous girl, she soon falls hopelessly under the spell of the aloof newcomer and professes her love for him",7.171138,"/uvgFrqqto6EoUirqCUfvqkSpEPe.jpg","[{'name': 'CanWest Global Communications Corporationt', 'id': 5028}, {'name': 'Onegin Productions', 'id': 5029}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-22,206128,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Onegin","False",5.8,26,1999
"44",13694,"False","{'id': 85943, 'name': 'Night at the Museum Collection', 'poster_path': '/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg', 'backdrop_path': '/fOmqiIXfJmeANciOTCN6WkKbwK.jpg'}",150000000,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","http://www.nightatthemuseummovie.com",18360,"tt1078912","en","Night at the Museum: Battle of the Smithsonian","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",15.417181,"/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Museum Canada Productions', 'id': 10224}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2009-05-20,413106170,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","When the lights go off the battle is on.","Night at the Museum: Battle of the Smithsonian","False",5.9,2026,2009
"45",14942,"False",NA,14000000,"['Comedy']","http://www.foxsearchlight.com/ourfamilywedding/",34563,"tt1305583","en","Our Family Wedding","The weeks leading up to a young couple's wedding is comic and stressful, especially as their respective fathers try to lay to rest their feud.",8.204894,"/yBqiXGeRcKAoS0V6pVUlz1mfWfv.jpg","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Sneak Preview Entertainment', 'id': 1975}, {'name': 'Pointe Studios', 'id': 55015}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-12,21409028,103,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","To have and to hold... 'Til dads do us part.","Our Family Wedding","False",5.7,40,2010
"46",1350,"False",NA,23000000,"['Drama']",NA,9819,"tt0116999","en","Marvin's Room","A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.",5.307984,"/mousrrNQ0ypRjCvgYzgMrusTW8b.jpg","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Tribeca Productions', 'id': 11391}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-18,12803305,98,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","A story about the years that keep us apart... And the moments that bring us together.","Marvin's Room","False",6.6,130,1996
"47",16225,"False","{'id': 412736, 'name': 'Rare Exports Collection', 'poster_path': '/6CjWXoYdgqPtC41cDzW9YoWJyB1.jpg', 'backdrop_path': '/oUOWdFm3Jf0SNv7spQYPnDEnYsA.jpg'}",1948000,"['Fantasy']","http://www.rareexportsmovie.com/en",48395,"tt1401143","fi","Rare Exports","It's the eve of Christmas in northern Finland and an ""archeological"" dig has just unearthed the real Santa Claus. But this particular Santa isn't the one you want coming to town. When all the local children begin mysteriously disappearing, young Pietari and his father Rauno, a reindeer hunter by trade, capture the mythological being and attempt to sell Santa to the misguided leader of the multinational corporation sponsoring the dig. Santa's elves, however, will stop at nothing to free their fearless leader from captivity. What ensues is a wildly humorous nightmare - a fantastically bizarre polemic on modern day morality. RARE EXPORTS: A CHRISTMAS TALE is a re-imagining of the most classic of all childhood fantasies, and is a darkly comic gem soon to be required perennial holiday viewing.",4.51319,"/5i8HjOfLxmklmVETvypRJH001pP.jpg","[{'name': 'Filmpool Nord', 'id': 228}, {'name': 'Oscilloscope Laboratories', 'id': 4748}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Cinet', 'id': 9085}, {'name': 'Kinology', 'id': 18626}, {'name': 'Pomor Film', 'id': 23679}, {'name': 'Agnès b. Productions', 'id': 23680}, {'name': 'Davaj Film', 'id': 23681}, {'name': 'FilmCamp', 'id': 23682}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2010-12-03,0,84,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}]","Released","He knows if you've been naughty. He knows if you've been nice. And he doesn't give a sh*t.","Rare Exports: A Christmas Tale","False",6.4,143,2010
"48",6170,"False",NA,0,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",NA,9930,"tt0091396","en","Legal Eagles","District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",12.798828,"/eydvyv8pYFvWBAOBqy6fPSp8Yd5.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Northern Lights Entertainment', 'id': 8816}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-06-18,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.","Legal Eagles","False",5.9,53,1986
"49",4456,"False",NA,0,"['Comedy']",NA,14550,"tt0097235","en","The Dream Team","This morning they were playing ping-pong in the hospital rec room. Now they're lost in New York and framed for murder. This was never covered in group therapy.",4.205858,"/jFBzzMFm57a3Nn2usSmlYjUe2AT.jpg","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-04-07,28890240,113,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Four guys on a field trip to reality.","The Dream Team","False",6,60,1989
"50",10772,"False",NA,0,"['Drama', 'Comedy', 'Music']",NA,25167,"tt0056891","en","Bye Bye Birdie","A singer goes to a small town for a performance before he is drafted",12.535244,"/jKNRCC8RFhJF922yFCGdBRZju7W.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Kohlmar-Sidney Productions', 'id': 75857}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-04-04,0,112,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","Released","The Most WONDERFUL Entertainment EVER! EVER!","Bye Bye Birdie","False",5.8,36,1963
"51",7849,"False",NA,0,"['Romance', 'Drama', 'Comedy']",NA,24908,"tt0243135","fr","Le battement d'ailes du papillon","How, thanks to what's known as the ""Butterfly theory"" (a random series of unlinked events), can a young woman and a young man meet?",1.705466,"/sDSOcU88875izjQ2ELVVJwyuLtk.jpg","[{'name': 'Les Films des Tournelles', 'id': 2280}, {'name': 'Les Films en Hiver', 'id': 7825}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2000-06-12,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Released",NA,"Happenstance","False",6.1,9,2000
"52",17431,"False",NA,0,"['Drama', 'Music']",NA,84922,"tt0071797","en","Mahler","The film begins on a train journey with Gustav Mahler (Robert Powell) and his wife Alma (Georgina Hale) confronting their failing marriage. The story is then recounted in a series of flashbacks (some of which are surrealistic and nightmarish), taking one through Mahler's childhood, his brother's suicide, his experience with anti-semitism, his conversion from Judaism to Catholicism, his marital problems, and the death of his young daughter. The film also contains a surreal fantasy sequence involving the anti-Semitic Cosima Wagner (Antonia Ellis), widow of Richard Wagner, whose objections to his taking control of the Court Opera were supposedly removed by his conversion to Catholicism. In the process, the film explores Mahler's music and its relationship to his life.",1.352467,"/mtPdGxtJvWNiP2GL64nlzWXZ3Ux.jpg","[{'name': 'Goodtimes Enterprises', 'id': 4597}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1974-04-04,0,115,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Mahler","False",5.7,11,1974
"53",11375,"False",NA,0,"['Horror', 'Comedy', 'Foreign']",NA,21156,"tt0407236","cs","Šílení","Loosely based on two short stories by Edgar Allan Poe and inspired by the works of the Marquis de Sade. In 19th century France a young man is plagued by nightmares in which he is dragged off to a madhouse. On the journey back from his mother’s funeral he is invited by a Marquis he meets at lunch to spend the night in his castle. There he witnesses a blasphemous orgy and a ‘therapeutic’ funeral. He tries to flee but is taken to a lunatic asylum where the patients have complete freedom and the staff are locked up behind bars.",2.365427,"/iz8HsKklwXCZF6j313MQB01u4eK.jpg","[{'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Ceská Televize', 'id': 1083}, {'name': 'Athanor', 'id': 3554}, {'name': 'Barrandov Studios', 'id': 6242}, {'name': 'Ministry of Culture of the Slovak Republic', 'id': 26775}, {'name': 'The Czech Republic State Fund for Support and Development of Cinematography', 'id': 44592}, {'name': 'Eurimages Council of Europe', 'id': 56584}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'SK', 'name': 'Slovakia'}]",2005-11-17,0,118,"[{'iso_639_1': 'cs', 'name': 'Český'}]","Released",NA,"Lunacy","False",6.7,18,2005
